RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearEx,DoorType,StNo,HaulNo,Year,SpecCodeType,SpecCode,SpecVal,Sex,TotalNo,CatIdentifier,NoMeas,SubFactor,SubWgt,CatCatchWgt,LngtCode,LngtClass,HLNoAtLngt,DevStage,LenMeasType,ValidAphiaID,ScientificName_WoRMS,DateofCalculation
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05071,71,2005,W,127066,1,-9,14.40,1,6,1.0000,-9,148,.,100,4.80,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05077,77,2005,W,127066,1,-9,96.00,1,48,1.0000,-9,2028,.,80,20.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05077,77,2005,W,127066,1,-9,96.00,1,48,1.0000,-9,2028,.,90,32.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05077,77,2005,W,127066,1,-9,96.00,1,48,1.0000,-9,2028,.,100,34.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05077,77,2005,W,127066,1,-9,96.00,1,48,1.0000,-9,2028,.,110,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05077,77,2005,W,127066,1,-9,96.00,1,48,1.0000,-9,2028,.,150,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05077,77,2005,W,127066,1,-9,96.00,1,48,1.0000,-9,2028,.,160,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05077,77,2005,W,127066,1,-9,96.00,1,48,1.0000,-9,2028,.,170,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05077,77,2005,W,127066,1,-9,96.00,1,48,1.0000,-9,2028,.,180,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05078,78,2005,W,127066,1,-9,158.00,1,79,1.0000,-9,5400,.,60,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05078,78,2005,W,127066,1,-9,158.00,1,79,1.0000,-9,5400,.,70,14.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05078,78,2005,W,127066,1,-9,158.00,1,79,1.0000,-9,5400,.,80,28.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05078,78,2005,W,127066,1,-9,158.00,1,79,1.0000,-9,5400,.,90,54.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05078,78,2005,W,127066,1,-9,158.00,1,79,1.0000,-9,5400,.,100,18.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05078,78,2005,W,127066,1,-9,158.00,1,79,1.0000,-9,5400,.,140,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05078,78,2005,W,127066,1,-9,158.00,1,79,1.0000,-9,5400,.,150,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05078,78,2005,W,127066,1,-9,158.00,1,79,1.0000,-9,5400,.,160,6.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05078,78,2005,W,127066,1,-9,158.00,1,79,1.0000,-9,5400,.,170,18.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05078,78,2005,W,127066,1,-9,158.00,1,79,1.0000,-9,5400,.,180,8.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05078,78,2005,W,127066,1,-9,158.00,1,79,1.0000,-9,5400,.,190,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05078,78,2005,W,127066,1,-9,158.00,1,79,1.0000,-9,5400,.,210,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05081,81,2005,W,127066,1,-9,142.00,1,71,1.0000,-9,10287,.,80,10.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05081,81,2005,W,127066,1,-9,142.00,1,71,1.0000,-9,10287,.,90,48.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05081,81,2005,W,127066,1,-9,142.00,1,71,1.0000,-9,10287,.,100,18.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05081,81,2005,W,127066,1,-9,142.00,1,71,1.0000,-9,10287,.,110,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05081,81,2005,W,127066,1,-9,142.00,1,71,1.0000,-9,10287,.,150,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05081,81,2005,W,127066,1,-9,142.00,1,71,1.0000,-9,10287,.,160,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05081,81,2005,W,127066,1,-9,142.00,1,71,1.0000,-9,10287,.,240,8.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05081,81,2005,W,127066,1,-9,142.00,1,71,1.0000,-9,10287,.,250,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05081,81,2005,W,127066,1,-9,142.00,1,71,1.0000,-9,10287,.,170,14.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05081,81,2005,W,127066,1,-9,142.00,1,71,1.0000,-9,10287,.,180,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05081,81,2005,W,127066,1,-9,142.00,1,71,1.0000,-9,10287,.,190,6.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05081,81,2005,W,127066,1,-9,142.00,1,71,1.0000,-9,10287,.,200,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05081,81,2005,W,127066,1,-9,142.00,1,71,1.0000,-9,10287,.,220,6.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05081,81,2005,W,127066,1,-9,142.00,1,71,1.0000,-9,10287,.,230,10.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05080,80,2005,W,127066,1,-9,192.16,1,70,1.0000,-9,18200,.,70,8.24,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05080,80,2005,W,127066,1,-9,192.16,1,70,1.0000,-9,18200,.,80,5.49,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05080,80,2005,W,127066,1,-9,192.16,1,70,1.0000,-9,18200,.,90,16.47,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05080,80,2005,W,127066,1,-9,192.16,1,70,1.0000,-9,18200,.,100,13.73,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05080,80,2005,W,127066,1,-9,192.16,1,70,1.0000,-9,18200,.,150,2.75,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05080,80,2005,W,127066,1,-9,192.16,1,70,1.0000,-9,18200,.,160,27.45,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05080,80,2005,W,127066,1,-9,192.16,1,70,1.0000,-9,18200,.,170,19.22,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05080,80,2005,W,127066,1,-9,192.16,1,70,1.0000,-9,18200,.,180,41.18,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05080,80,2005,W,127066,1,-9,192.16,1,70,1.0000,-9,18200,.,190,38.43,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05080,80,2005,W,127066,1,-9,192.16,1,70,1.0000,-9,18200,.,200,13.73,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05080,80,2005,W,127066,1,-9,192.16,1,70,1.0000,-9,18200,.,210,2.75,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05080,80,2005,W,127066,1,-9,192.16,1,70,1.0000,-9,18200,.,220,2.75,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05100,100,2005,W,127066,1,-9,94.00,1,47,1.0000,-9,12043,.,70,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05100,100,2005,W,127066,1,-9,94.00,1,47,1.0000,-9,12043,.,80,8.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05100,100,2005,W,127066,1,-9,94.00,1,47,1.0000,-9,12043,.,90,14.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05100,100,2005,W,127066,1,-9,94.00,1,47,1.0000,-9,12043,.,100,10.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05100,100,2005,W,127066,1,-9,94.00,1,47,1.0000,-9,12043,.,110,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05100,100,2005,W,127066,1,-9,94.00,1,47,1.0000,-9,12043,.,180,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05100,100,2005,W,127066,1,-9,94.00,1,47,1.0000,-9,12043,.,250,6.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05100,100,2005,W,127066,1,-9,94.00,1,47,1.0000,-9,12043,.,260,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05100,100,2005,W,127066,1,-9,94.00,1,47,1.0000,-9,12043,.,190,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05100,100,2005,W,127066,1,-9,94.00,1,47,1.0000,-9,12043,.,200,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05100,100,2005,W,127066,1,-9,94.00,1,47,1.0000,-9,12043,.,210,8.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05100,100,2005,W,127066,1,-9,94.00,1,47,1.0000,-9,12043,.,220,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05100,100,2005,W,127066,1,-9,94.00,1,47,1.0000,-9,12043,.,230,18.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05100,100,2005,W,127066,1,-9,94.00,1,47,1.0000,-9,12043,.,240,14.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05086,86,2005,W,127066,1,-9,10.00,1,5,1.0000,-9,136,.,60,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05086,86,2005,W,127066,1,-9,10.00,1,5,1.0000,-9,136,.,70,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05086,86,2005,W,127066,1,-9,10.00,1,5,1.0000,-9,136,.,90,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05086,86,2005,W,127066,1,-9,10.00,1,5,1.0000,-9,136,.,100,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05083,83,2005,W,127066,1,-9,554.57,1,151,1.0000,-9,33280,.,60,6.86,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05083,83,2005,W,127066,1,-9,554.57,1,151,1.0000,-9,33280,.,70,34.29,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05083,83,2005,W,127066,1,-9,554.57,1,151,1.0000,-9,33280,.,80,144.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05083,83,2005,W,127066,1,-9,554.57,1,151,1.0000,-9,33280,.,90,116.57,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05083,83,2005,W,127066,1,-9,554.57,1,151,1.0000,-9,33280,.,100,48.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05083,83,2005,W,127066,1,-9,554.57,1,151,1.0000,-9,33280,.,110,6.86,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05083,83,2005,W,127066,1,-9,554.57,1,151,1.0000,-9,33280,.,210,16.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05083,83,2005,W,127066,1,-9,554.57,1,151,1.0000,-9,33280,.,220,22.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05083,83,2005,W,127066,1,-9,554.57,1,151,1.0000,-9,33280,.,230,28.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05083,83,2005,W,127066,1,-9,554.57,1,151,1.0000,-9,33280,.,240,18.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05083,83,2005,W,127066,1,-9,554.57,1,151,1.0000,-9,33280,.,250,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05083,83,2005,W,127066,1,-9,554.57,1,151,1.0000,-9,33280,.,260,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05083,83,2005,W,127066,1,-9,554.57,1,151,1.0000,-9,33280,.,150,8.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05083,83,2005,W,127066,1,-9,554.57,1,151,1.0000,-9,33280,.,160,18.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05083,83,2005,W,127066,1,-9,554.57,1,151,1.0000,-9,33280,.,170,42.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05083,83,2005,W,127066,1,-9,554.57,1,151,1.0000,-9,33280,.,180,22.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05083,83,2005,W,127066,1,-9,554.57,1,151,1.0000,-9,33280,.,190,14.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05083,83,2005,W,127066,1,-9,554.57,1,151,1.0000,-9,33280,.,200,6.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05088,88,2005,W,127066,1,-9,82.00,1,41,1.0000,-9,2195,.,70,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05088,88,2005,W,127066,1,-9,82.00,1,41,1.0000,-9,2195,.,80,14.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05088,88,2005,W,127066,1,-9,82.00,1,41,1.0000,-9,2195,.,90,34.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05088,88,2005,W,127066,1,-9,82.00,1,41,1.0000,-9,2195,.,100,14.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05088,88,2005,W,127066,1,-9,82.00,1,41,1.0000,-9,2195,.,110,10.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05088,88,2005,W,127066,1,-9,82.00,1,41,1.0000,-9,2195,.,180,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05088,88,2005,W,127066,1,-9,82.00,1,41,1.0000,-9,2195,.,210,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05088,88,2005,W,127066,1,-9,82.00,1,41,1.0000,-9,2195,.,220,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05033,33,2005,W,127066,1,-9,18.00,1,9,1.0000,-9,2400,.,70,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05033,33,2005,W,127066,1,-9,18.00,1,9,1.0000,-9,2400,.,80,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05033,33,2005,W,127066,1,-9,18.00,1,9,1.0000,-9,2400,.,160,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05033,33,2005,W,127066,1,-9,18.00,1,9,1.0000,-9,2400,.,220,8.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05033,33,2005,W,127066,1,-9,18.00,1,9,1.0000,-9,2400,.,270,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05035,35,2005,W,127066,1,-9,48.00,1,24,1.0000,-9,10560,.,190,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05035,35,2005,W,127066,1,-9,48.00,1,24,1.0000,-9,10560,.,200,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05035,35,2005,W,127066,1,-9,48.00,1,24,1.0000,-9,10560,.,220,18.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05035,35,2005,W,127066,1,-9,48.00,1,24,1.0000,-9,10560,.,230,10.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05035,35,2005,W,127066,1,-9,48.00,1,24,1.0000,-9,10560,.,240,6.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05035,35,2005,W,127066,1,-9,48.00,1,24,1.0000,-9,10560,.,250,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05035,35,2005,W,127066,1,-9,48.00,1,24,1.0000,-9,10560,.,260,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05035,35,2005,W,127066,1,-9,48.00,1,24,1.0000,-9,10560,.,270,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05042,42,2005,W,127066,1,-9,4.00,1,2,1.0000,-9,990,.,230,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05042,42,2005,W,127066,1,-9,4.00,1,2,1.0000,-9,990,.,250,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05050,50,2005,W,127066,1,-9,34.00,1,17,1.0000,-9,6239,.,210,6.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05050,50,2005,W,127066,1,-9,34.00,1,17,1.0000,-9,6239,.,220,16.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05050,50,2005,W,127066,1,-9,34.00,1,17,1.0000,-9,6239,.,230,6.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05050,50,2005,W,127066,1,-9,34.00,1,17,1.0000,-9,6239,.,240,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05050,50,2005,W,127066,1,-9,34.00,1,17,1.0000,-9,6239,.,290,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05051,51,2005,W,127066,1,-9,6.00,1,3,1.0000,-9,1080,.,90,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05051,51,2005,W,127066,1,-9,6.00,1,3,1.0000,-9,1080,.,100,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05051,51,2005,W,127066,1,-9,6.00,1,3,1.0000,-9,1080,.,240,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05036,36,2005,W,127066,1,-9,12.00,1,6,1.0000,-9,2680,.,220,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05036,36,2005,W,127066,1,-9,12.00,1,6,1.0000,-9,2680,.,230,6.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05036,36,2005,W,127066,1,-9,12.00,1,6,1.0000,-9,2680,.,240,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05036,36,2005,W,127066,1,-9,12.00,1,6,1.0000,-9,2680,.,260,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05058,58,2005,W,127066,1,-9,52.00,1,26,1.0000,-9,10279,.,70,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05058,58,2005,W,127066,1,-9,52.00,1,26,1.0000,-9,10279,.,90,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05058,58,2005,W,127066,1,-9,52.00,1,26,1.0000,-9,10279,.,100,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05058,58,2005,W,127066,1,-9,52.00,1,26,1.0000,-9,10279,.,220,8.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05058,58,2005,W,127066,1,-9,52.00,1,26,1.0000,-9,10279,.,230,16.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05058,58,2005,W,127066,1,-9,52.00,1,26,1.0000,-9,10279,.,240,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05058,58,2005,W,127066,1,-9,52.00,1,26,1.0000,-9,10279,.,250,6.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05058,58,2005,W,127066,1,-9,52.00,1,26,1.0000,-9,10279,.,270,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05058,58,2005,W,127066,1,-9,52.00,1,26,1.0000,-9,10279,.,280,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05058,58,2005,W,127066,1,-9,52.00,1,26,1.0000,-9,10279,.,290,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05066,66,2005,W,127066,1,-9,38.00,1,19,1.0000,-9,9159,.,170,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05066,66,2005,W,127066,1,-9,38.00,1,19,1.0000,-9,9159,.,200,2.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05066,66,2005,W,127066,1,-9,38.00,1,19,1.0000,-9,9159,.,210,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05066,66,2005,W,127066,1,-9,38.00,1,19,1.0000,-9,9159,.,220,14.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05066,66,2005,W,127066,1,-9,38.00,1,19,1.0000,-9,9159,.,230,6.00,-9,-9,127066,Spondyliosoma cantharus,20170914
HL,FR-CGFS,4,FR,35GD,GOV,50,-9,R,C05066,66,2005,W,127066,1,-9,38.00,1,19,1.0000,-9,9159,.,250,4.00,-9,-9,127066,Spondyliosoma cantharus,20170914
